IPRD_ID,IPRD_REFERENCE,IPRD_SIGNATURE_DATE,Reflected_Date,COMP_LEGAL_NAME,DECL_IS_PROP_FLAG,LICD_DEC_PREP_TO_GRANT_FLAG,LICD_REC_CONDI_FLAG,DIPG_ID,DIPG_DISPLAY_NUMBER,DIPG_EXTERNAL_ID,Standard,Ess_To_Standard,WI_Type,WOIT_ETSI_DELIVERABLE_NUMBER,WOIT_REFERENCE,WOIT_VERSION,3GPP_Type,TGPP_NUMBER,TGPV_VERSION,Patent_Type,PATT_APPLICATION_NUMBER,PUBL_NUMBER,PBPA_TITLEEN,PBPA_PRIORITY_NUMBERS,Country_Of_Registration,PBPA_APP_DATE,ETPR_ID,ETPR_ACRONYM,Ess_To_Project,Illustrative_Part,DIPG_PATF_ID,Original_Application_Number,Original_Publication_Number,Explicitely_Disclosed,Normalized_Patent,2G,3G,4G,5G
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,DK20150196902T,DK3007507 T3,-1,|EP20060002248|EP20150196902|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,EP20160207142,EP3169016 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20160207142|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,EP20160207143,EP3169130 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20160207143|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,ES20150196901T,ES2645871 T3,-1,|EP20060002248|EP20150196901|,ES SPAIN,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,ES20150196902T,ES2615910 T3,-1,|EP20060002248|EP20150196902|,ES SPAIN,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,HUE06002248,HUE032114 T2,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|,HU HUNGARY,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,JP20120060156,JP2012157036 A | JP5279929 B2,UPLINK RESOURCE ALLOCATION IN MOBILE COMMUNICATION SYSTEM,|EP20060002248|,JP JAPAN,2012-03-16,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 211 (RTS/TSGR-0136211v890) version 8.9.0 -- 3GPP TS 36.211 version 8.9.0,1,TS,136 211,RTS/TSGR-0136211v890,8.9.0,TS,36.211,8.9.0,Family Member,PT20150196903T,PT3007509 T,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,PT PORTUGAL,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,DK20060002248T,DK1816883 T3,-1,|EP20060002248|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,EP20160207139,EP3169129 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20160207139|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,ES20060002248T,ES2621133 T3,-1,|EP20060002248|,ES SPAIN,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,HUE15196903,HUE034852 T2,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,HU HUNGARY,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,JP20080552689,JP2009525644 A | JP5020263 B2,-1,|EP20060002248|WO2006EP10521|,JP JAPAN,2006-11-02,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,PL20060002248T,PL1816883 T3,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|,PL POLAND,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,PL20150196902T,PL3007507 T3,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196902|,PL POLAND,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,PL20150196903T,PL3007509 T3,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,PL POLAND,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,PT20150196901T,PT3007508 T,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196901|,PT PORTUGAL,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,PT20150196902T,PT3007507 T,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196902|,PT PORTUGAL,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 213 (RTS/TSGR-0136213v880) version 8.8.0 -- 3GPP TS 36.213 version 8.8.0,1,TS,136 213,RTS/TSGR-0136213v880,8.8.0,TS,36.213,8.8.0,Family Member,WO2006EP10521,WO2007087842 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|,WO Patent Cooperation Treaty,2006-11-02,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 300 (RTS/TSGR-0236300v8c0) version 8.12.0 -- 3GPP TS 36.300 version 8.12.0,1,TS,136 300,RTS/TSGR-0236300v8c0,8.12.0,TS,36.300,8.12.0,Family Member,DK20150196902T,DK3007507 T3,-1,|EP20060002248|EP20150196902|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 300 (RTS/TSGR-0236300v8c0) version 8.12.0 -- 3GPP TS 36.300 version 8.12.0,1,TS,136 300,RTS/TSGR-0236300v8c0,8.12.0,TS,36.300,8.12.0,Family Member,DK20150196903T,DK3007509 T3,-1,|EP20060002248|EP20150196903|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 300 (RTS/TSGR-0236300v8c0) version 8.12.0 -- 3GPP TS 36.300 version 8.12.0,1,TS,136 300,RTS/TSGR-0236300v8c0,8.12.0,TS,36.300,8.12.0,Family Member,EP20150196903,EP3007509 A1 | EP3007509 B1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 300 (RTS/TSGR-0236300v8c0) version 8.12.0 -- 3GPP TS 36.300 version 8.12.0,1,TS,136 300,RTS/TSGR-0236300v8c0,8.12.0,TS,36.300,8.12.0,Family Member,EP20160207140,EP3171657 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20160207140|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 300 (RTS/TSGR-0236300v8c0) version 8.12.0 -- 3GPP TS 36.300 version 8.12.0,1,TS,136 300,RTS/TSGR-0236300v8c0,8.12.0,TS,36.300,8.12.0,Family Member,PT20150196903T,PT3007509 T,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,PT PORTUGAL,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,DK20150196902T,DK3007507 T3,-1,|EP20060002248|EP20150196902|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,DK20150196903T,DK3007509 T3,-1,|EP20060002248|EP20150196903|,DK DENMARK,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,EP20150196902,EP3007507 A1 | EP3007507 B1 | EP3007507 B8,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196902|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,EP20150196903,EP3007509 A1 | EP3007509 B1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,EP20160207142,EP3169016 A1,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20160207142|,EP European Patent Office,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,ES20150196902T,ES2615910 T3,-1,|EP20060002248|EP20150196902|,ES SPAIN,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,JP20120060156,JP2012157036 A | JP5279929 B2,UPLINK RESOURCE ALLOCATION IN MOBILE COMMUNICATION SYSTEM,|EP20060002248|,JP JAPAN,2012-03-16,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 321 (RTS/TSGR-0236321v8b0) version 8.11.0 -- 3GPP TS 36.321 version 8.11.0,1,TS,136 321,RTS/TSGR-0236321v8b0,8.11.0,TS,36.321,8.11.0,Family Member,PT20150196903T,PT3007509 T,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|EP20150196903|,PT PORTUGAL,2006-02-03,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,0,1,0,0,1,0
2746,ISLD-201704-010,2017-05-02,2017-06-27,Guangdong OPPO Mobile Telecommunications Corp Ltd,1,1,1,52517,2,-1,TS 136 331 (RTS/TSGR-0236331v8g0) version 8.16.0 -- 3GPP TS 36.331 version 8.16.0,1,TS,136 331,RTS/TSGR-0236331v8g0,8.16.0,TS,36.331,8.16.0,Basis Patent,US20060162592,US2009116434 A1 | US8576784 B2,UPLINK RESOURCE ALLOCATION IN A MOBILE COMMUNICATION SYSTEM,|EP20060002248|WO2006EP10521|,US UNITED STATES,2006-11-02,133,3GPP | Third Generation Partnership Project,1,-1,26646,-1,-1,1,1,0,0,1,0
